clean_sector,clean_region,year,quarter,frequency,raw_variable,value,source_file,date
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Russian Federation,5014.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Switzerland,8406.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    United Kingdom,51036.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Other Markets In Europe,21731.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,  Europe,176230.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Norway,4842.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Russian Federation,4158.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Switzerland,10670.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    United Kingdom,44778.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Other Markets In Europe,19795.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,6450.1,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,2790.0,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,76.0,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,9979.2,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,605.3,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,16953.2,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,2728.4,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,6797.4,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,857.9,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,13250.5,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,5524.3,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,6573.7,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,1302.9,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,2241.4,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,769.4,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,175.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Europe,62497.2,"Exports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Norway,1738.2,"Exports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Russian Federation,369.1,"Exports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Switzerland,9871.1,"Exports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,United Kingdom,14642.7,"Exports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,8149.6,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,552.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,281.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,2.2,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,16076.1,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,2002.6,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,12207.1,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,1547.6,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,14389.0,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,703.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,6023.3,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,2182.0,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,1639.8,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,405.4,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,1439.8,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,269.8,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,424.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,115.1,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Europe,60631.2,"Imports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Norway,1453.1,"Imports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Russian Federation,1880.3,"Imports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,Switzerland,7356.5,"Imports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,United Kingdom,7781.2,"Imports Of Services By Major Trading Partner, Annual.csv",2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,175053.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Norway,2570.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Russian Federation,7989.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Switzerland,8809.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,46047.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Other Markets In Europe,21145.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,167566.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Norway,2611.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Russian Federation,7139.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Switzerland,8447.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,48748.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Other Markets In Europe,22049.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,  Europe,162926.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Norway,2608.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Russian Federation,5274.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Switzerland,9085.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    United Kingdom,48279.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,4,quarterly,    Other Markets In Europe,19874.0,International Visitor Arrivals By Place Of Residence.csv,2018-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,  Europe,213342.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Norway,2811.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Russian Federation,8585.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Switzerland,8336.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    United Kingdom,66796.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Other Markets In Europe,26557.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,  Europe,213198.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Norway,3441.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Russian Federation,8145.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Switzerland,8564.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    United Kingdom,62481.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Other Markets In Europe,29374.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,  Europe,224478.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Norway,2902.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Russian Federation,12763.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Switzerland,9232.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    United Kingdom,59288.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,1,quarterly,    Other Markets In Europe,32587.0,International Visitor Arrivals By Place Of Residence.csv,2019-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,  Europe,110587.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Norway,2319.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Russian Federation,3535.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Switzerland,5089.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    United Kingdom,32813.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Other Markets In Europe,13616.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,  Europe,119900.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Norway,1791.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Russian Federation,5276.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Switzerland,6347.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    United Kingdom,34740.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Other Markets In Europe,14517.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,  Europe,181375.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Norway,3405.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2019,2,quarterly,    Russian Federation,6112.0,International Visitor Arrivals By Place Of Residence.csv,2019-06-30
